run_name,status,model_name,capo_N,num_params,total_stored_bits,total_max_bits,normalized_capacity,bits_per_param,checkpoint_step,eval_json,error
smoke2_N50000,ok,smoke2,50000,3413376,0.0,54.63054266118342,0.0,0.0,1,/Users/apurvamishra/projects/nanoBabble/sessions/capo_pareto/20260427_001913/runs/smoke2_N50000/eval_summary.json,
